Feature 1,Feature 2,Correlation,Abs_Correlation,label_abs_corr_feat1,label_abs_corr_feat2, Feature 1 Missing , Feature 2 Missing 
home_ownership,mths_since_last_delinq,4.46%,4.46%,5.05%,1.30%, - , 50.89 
delinq_2yrs,num_sats,4.45%,4.45%,1.91%,1.84%, 0.00 , 2.77 
tot_coll_amt,max_bal_bc,-4.45%,4.45%,0.15%,3.23%, 3.33 , 40.42 
zip_code,num_sats,-4.44%,4.44%,0.06%,1.84%, - , 2.77 
emp_title,num_sats,-4.42%,4.42%,2.52%,1.84%, 6.96 , 2.77 
delinq_2yrs,open_rv_24m,-4.42%,4.42%,1.91%,6.91%, 0.00 , 40.42 
grade,num_rev_accts,-4.42%,4.42%,22.19%,2.22%, - , 3.33 
addr_state,pub_rec_bankruptcies,-4.41%,4.41%,0.36%,2.17%, - , 0.07 
mths_since_last_major_derog,num_op_rev_tl,4.41%,4.41%,1.14%,2.36%, 73.98 , 3.33 
total_acc,mths_since_last_major_derog,-4.39%,4.39%,1.58%,1.14%, 0.00 , 73.98 
zip_code,open_acc,-4.39%,4.39%,0.06%,1.78%, - , 0.00 
inq_last_6mths,total_il_high_credit_limit,4.38%,4.38%,7.88%,1.21%, 0.00 , 3.33 
total_bal_il,num_bc_sats,4.38%,4.38%,0.20%,0.43%, 40.42 , 2.77 
term,open_il_12m,4.38%,4.38%,9.11%,6.05%, - , 40.42 
bc_open_to_buy,num_tl_90g_dpd_24m,-4.37%,4.37%,8.08%,1.22%, 3.40 , 3.33 
tot_cur_bal,il_util,4.36%,4.36%,5.24%,5.89%, 3.33 , 48.95 
emp_title,tot_cur_bal,-4.35%,4.35%,2.52%,5.24%, 6.96 , 3.33 
mths_since_rcnt_il,num_op_rev_tl,-4.35%,4.35%,3.24%,2.36%, 42.30 , 3.33 
verification_status,tot_hi_cred_lim,4.35%,4.35%,9.68%,6.20%, - , 3.33 
open_il_12m,mo_sin_old_il_acct,4.35%,4.35%,6.05%,2.12%, 40.42 , 6.37 
home_ownership,num_actv_bc_tl,-4.34%,4.34%,5.05%,2.34%, - , 3.33 
installment,percent_bc_gt_75,4.30%,4.30%,3.00%,7.83%, - , 3.43 
funded_amnt,emp_title,-4.29%,4.29%,2.68%,2.52%, - , 6.96 
loan_amnt,emp_title,-4.29%,4.29%,2.68%,2.52%, - , 6.96 
installment,num_accts_ever_120_pd,-4.28%,4.28%,3.00%,0.85%, - , 3.33 
funded_amnt_inv,open_rv_12m,-4.27%,4.27%,2.64%,5.27%, - , 40.42 
dti,num_accts_ever_120_pd,-4.27%,4.27%,7.83%,0.85%, - , 3.33 
loan_amnt,open_rv_12m,-4.27%,4.27%,2.68%,5.27%, - , 40.42 
funded_amnt,open_rv_12m,-4.27%,4.27%,2.68%,5.27%, - , 40.42 
revol_bal,total_cu_tl,4.27%,4.27%,1.79%,0.93%, - , 40.42 
annual_inc,mths_since_recent_inq,-4.27%,4.27%,3.54%,5.32%, - , 13.08 
funded_amnt_inv,emp_title,-4.27%,4.27%,2.64%,2.52%, - , 6.96 
delinq_2yrs,num_actv_bc_tl,-4.27%,4.27%,1.91%,2.34%, 0.00 , 3.33 
emp_title,open_acc,-4.27%,4.27%,2.52%,1.78%, 6.96 , 0.00 
emp_length,open_il_12m,-4.26%,4.26%,2.21%,6.05%, 6.09 , 40.42 
collections_12_mths_ex_med,pct_tl_nvr_dlq,-4.26%,4.26%,1.01%,0.37%, 0.01 , 3.33 
pub_rec,open_il_24m,4.26%,4.26%,2.88%,6.07%, 0.00 , 40.42 
open_il_12m,num_accts_ever_120_pd,4.26%,4.26%,6.05%,0.85%, 40.42 , 3.33 
open_act_il,percent_bc_gt_75,4.26%,4.26%,0.89%,7.83%, 40.42 , 3.43 
num_rev_tl_bal_gt_0,year_issued,-4.25%,4.25%,5.06%,14.60%, 3.33 , - 
open_act_il,bc_util,4.25%,4.25%,0.89%,7.59%, 40.42 , 3.46 
funded_amnt,year_issued,4.24%,4.24%,2.68%,14.60%, - , - 
addr_state,total_acc,4.24%,4.24%,0.36%,1.58%, - , 0.00 
mths_since_last_delinq,total_acc,-4.23%,4.23%,1.30%,1.58%, 50.89 , 0.00 
term,pct_tl_nvr_dlq,4.23%,4.23%,9.11%,0.37%, - , 3.33 
open_rv_24m,mort_acc,-4.21%,4.21%,6.91%,3.24%, 40.42 , 2.36 
annual_inc,mths_since_last_delinq,-4.20%,4.20%,3.54%,1.30%, - , 50.89 
zip_code,num_rev_accts,-4.20%,4.20%,0.06%,2.22%, - , 3.33 
initial_list_status,total_il_high_credit_limit,4.20%,4.20%,6.85%,1.21%, - , 3.33 
title,bc_util,-4.18%,4.18%,2.77%,7.59%, 1.05 , 3.46 
tot_coll_amt,total_bc_limit,-4.18%,4.18%,0.15%,7.27%, 3.33 , 2.36 
mo_sin_rcnt_tl,num_accts_ever_120_pd,-4.17%,4.17%,5.35%,0.85%, 3.33 , 3.33 
mths_since_last_record,num_op_rev_tl,4.16%,4.16%,2.03%,2.36%, 84.01 , 3.33 
initial_list_status,max_bal_bc,4.16%,4.16%,6.85%,3.23%, - , 40.42 
desc,dti,4.15%,4.15%,1.96%,7.83%, 94.16 , - 
open_il_12m,num_bc_tl,4.15%,4.15%,6.05%,1.56%, 40.42 , 3.33 
num_rev_tl_bal_gt_0,total_il_high_credit_limit,4.15%,4.15%,5.06%,1.21%, 3.33 , 3.33 
open_il_12m,pub_rec_bankruptcies,4.15%,4.15%,6.05%,2.17%, 40.42 , 0.07 
num_actv_bc_tl,total_il_high_credit_limit,4.14%,4.14%,2.34%,1.21%, 3.33 , 3.33 
mo_sin_old_il_acct,mo_sin_rcnt_rev_tl_op,4.14%,4.14%,2.12%,5.12%, 6.37 , 3.33 
mths_since_rcnt_il,avg_cur_bal,-4.12%,4.12%,3.24%,5.62%, 42.30 , 3.33 
revol_bal,inq_fi,-4.12%,4.12%,1.79%,3.68%, - , 40.42 
pub_rec,mths_since_recent_bc,-4.12%,4.12%,2.88%,4.36%, 0.00 , 3.34 
num_accts_ever_120_pd,num_tl_120dpd_2m,4.11%,4.11%,0.85%,0.22%, 3.33 , 7.13 
inq_last_6mths,mths_since_recent_bc_dlq,4.11%,4.11%,7.88%,0.31%, 0.00 , 76.74 
open_il_24m,max_bal_bc,-4.11%,4.11%,6.07%,3.23%, 40.42 , 40.42 
addr_state,dti,4.11%,4.11%,0.36%,7.83%, - , - 
mths_since_last_major_derog,tot_hi_cred_lim,-4.11%,4.11%,1.14%,6.20%, 73.98 , 3.33 
revol_util,open_act_il,4.09%,4.09%,6.95%,0.89%, 0.08 , 40.42 
emp_length,verification_status,4.09%,4.09%,2.21%,9.68%, 6.09 , - 
annual_inc,revol_util,4.08%,4.08%,3.54%,6.95%, - , 0.08 
il_util,num_rev_accts,-4.08%,4.08%,5.89%,2.22%, 48.95 , 3.33 
mths_since_recent_revol_delinq,num_op_rev_tl,-4.08%,4.08%,0.67%,2.36%, 66.98 , 3.33 
mths_since_last_delinq,open_il_12m,4.07%,4.07%,1.30%,6.05%, 50.89 , 40.42 
mo_sin_old_rev_tl_op,total_il_high_credit_limit,4.07%,4.07%,3.56%,1.21%, 3.33 , 3.33 
loan_amnt,year_issued,4.06%,4.06%,2.68%,14.60%, - , - 
revol_util,tot_coll_amt,-4.05%,4.05%,6.95%,0.15%, 0.08 , 3.33 
all_util,mths_since_recent_bc_dlq,4.04%,4.04%,7.38%,0.31%, 40.43 , 76.74 
emp_title,tot_hi_cred_lim,-4.03%,4.03%,2.52%,6.20%, 6.96 , 3.33 
term,open_act_il,4.03%,4.03%,9.11%,0.89%, - , 40.42 
num_il_tl,num_op_rev_tl,4.01%,4.01%,1.03%,2.36%, 3.33 , 3.33 
annual_inc,mths_since_recent_bc_dlq,-4.00%,4.00%,3.54%,0.31%, - , 76.74 
open_rv_24m,pct_tl_nvr_dlq,4.00%,4.00%,6.91%,0.37%, 40.42 , 3.33 
purpose,initial_list_status,-4.00%,4.00%,1.37%,6.85%, - , - 
earliest_cr_line,mo_sin_old_rev_tl_op,-3.99%,3.99%,0.11%,3.56%, 0.00 , 3.33 
int_rate,mths_since_last_delinq,-3.98%,3.98%,19.85%,1.30%, - , 50.89 
open_il_12m,mths_since_recent_bc,-3.97%,3.97%,6.05%,4.36%, 40.42 , 3.34 
num_actv_rev_tl,total_il_high_credit_limit,3.97%,3.97%,5.07%,1.21%, 3.33 , 3.33 
total_cu_tl,pct_tl_nvr_dlq,3.97%,3.97%,0.93%,0.37%, 40.42 , 3.33 
int_rate,total_acc,-3.97%,3.97%,19.85%,1.58%, - , 0.00 
mths_since_last_major_derog,num_actv_rev_tl,3.97%,3.97%,1.14%,5.07%, 73.98 , 3.33 
term,mths_since_rcnt_il,-3.96%,3.96%,9.11%,3.24%, - , 42.30 
emp_length,num_rev_tl_bal_gt_0,-3.94%,3.94%,2.21%,5.06%, 6.09 , 3.33 
mths_since_last_major_derog,open_act_il,-3.94%,3.94%,1.14%,0.89%, 73.98 , 40.42 
sub_grade,mths_since_last_major_derog,-3.94%,3.94%,22.50%,1.14%, - , 73.98 
collections_12_mths_ex_med,num_accts_ever_120_pd,3.94%,3.94%,1.01%,0.85%, 0.01 , 3.33 
mort_acc,num_actv_bc_tl,3.93%,3.93%,3.24%,2.34%, 2.36 , 3.33 
il_util,total_cu_tl,3.92%,3.92%,5.89%,0.93%, 48.95 , 40.42 
emp_length,num_actv_rev_tl,-3.92%,3.92%,2.21%,5.07%, 6.09 , 3.33 
inq_last_6mths,total_cu_tl,3.92%,3.92%,7.88%,0.93%, 0.00 , 40.42 
max_bal_bc,num_il_tl,3.91%,3.91%,3.23%,1.03%, 40.42 , 3.33 
initial_list_status,tot_cur_bal,3.90%,3.90%,6.85%,5.24%, - , 3.33 
mths_since_rcnt_il,num_bc_tl,-3.90%,3.90%,3.24%,1.56%, 42.30 , 3.33 
total_bal_il,num_tl_90g_dpd_24m,3.89%,3.89%,0.20%,1.22%, 40.42 , 3.33 
annual_inc,pub_rec_bankruptcies,-3.88%,3.88%,3.54%,2.17%, - , 0.07 
mths_since_last_record,num_actv_rev_tl,3.88%,3.88%,2.03%,5.07%, 84.01 , 3.33 
mths_since_recent_bc,tot_hi_cred_lim,3.88%,3.88%,4.36%,6.20%, 3.34 , 3.33 
all_util,num_tl_90g_dpd_24m,3.88%,3.88%,7.38%,1.22%, 40.43 , 3.33 
mths_since_recent_bc_dlq,num_bc_sats,-3.87%,3.87%,0.31%,0.43%, 76.74 , 2.77 
delinq_amnt,num_tl_90g_dpd_24m,3.86%,3.86%,0.59%,1.22%, 0.00 , 3.33 
initial_list_status,total_bal_ex_mort,3.86%,3.86%,6.85%,1.03%, - , 2.36 
inq_last_12m,mo_sin_old_rev_tl_op,-3.86%,3.86%,6.37%,3.56%, 40.42 , 3.33 
emp_length,num_rev_accts,-3.85%,3.85%,2.21%,2.22%, 6.09 , 3.33 
open_act_il,mths_since_recent_inq,-3.84%,3.84%,0.89%,5.32%, 40.42 , 13.08 
mths_since_rcnt_il,bc_open_to_buy,-3.84%,3.84%,3.24%,8.08%, 42.30 , 3.40 
annual_inc,il_util,-3.83%,3.83%,3.54%,5.89%, - , 48.95 
mths_since_last_delinq,num_rev_accts,-3.83%,3.83%,1.30%,2.22%, 50.89 , 3.33 
mths_since_last_delinq,collections_12_mths_ex_med,-3.82%,3.82%,1.30%,1.01%, 50.89 , 0.01 
tot_cur_bal,percent_bc_gt_75,3.82%,3.82%,5.24%,7.83%, 3.33 , 3.43 
inq_last_6mths,all_util,-3.81%,3.81%,7.88%,7.38%, 0.00 , 40.43 
pub_rec,mo_sin_old_rev_tl_op,3.81%,3.81%,2.88%,3.56%, 0.00 , 3.33 
dti,pub_rec,-3.80%,3.80%,7.83%,2.88%, - , 0.00 
mths_since_last_major_derog,tot_cur_bal,-3.80%,3.80%,1.14%,5.24%, 73.98 , 3.33 
il_util,mort_acc,-3.80%,3.80%,5.89%,3.24%, 48.95 , 2.36 
revol_util,mort_acc,3.80%,3.80%,6.95%,3.24%, 0.08 , 2.36 
emp_length,mths_since_last_delinq,3.80%,3.80%,2.21%,1.30%, 6.09 , 50.89 
chargeoff_within_12_mths,num_rev_accts,3.78%,3.78%,0.21%,2.22%, 0.01 , 3.33 
total_bal_il,num_rev_tl_bal_gt_0,3.78%,3.78%,0.20%,5.06%, 40.42 , 3.33 
avg_cur_bal,mths_since_recent_bc_dlq,-3.77%,3.77%,5.62%,0.31%, 3.33 , 76.74 
emp_title,annual_inc,-3.77%,3.77%,2.52%,3.54%, 6.96 , - 
grade,mths_since_last_major_derog,-3.77%,3.77%,22.19%,1.14%, - , 73.98 
emp_length,total_bc_limit,-3.76%,3.76%,2.21%,7.27%, 6.09 , 2.36 
zip_code,num_rev_tl_bal_gt_0,-3.76%,3.76%,0.06%,5.06%, - , 3.33 
open_acc,initial_list_status,3.75%,3.75%,1.78%,6.85%, 0.00 , - 
loan_amnt,mths_since_recent_bc,3.75%,3.75%,2.68%,4.36%, - , 3.34 
funded_amnt_inv,mths_since_recent_bc,3.75%,3.75%,2.64%,4.36%, - , 3.34 
funded_amnt,mths_since_recent_bc,3.74%,3.74%,2.68%,4.36%, - , 3.34 
mo_sin_old_rev_tl_op,year_issued,-3.74%,3.74%,3.56%,14.60%, 3.33 , - 
inq_fi,mo_sin_old_rev_tl_op,-3.74%,3.74%,3.68%,3.56%, 40.42 , 3.33 
total_acc,chargeoff_within_12_mths,3.73%,3.73%,1.58%,0.21%, 0.00 , 0.01 
avg_cur_bal,num_tl_op_past_12m,-3.73%,3.73%,5.62%,7.72%, 3.33 , 3.33 
annual_inc,open_acc_6m,3.73%,3.73%,3.54%,6.07%, - , 40.42 
emp_length,all_util,-3.73%,3.73%,2.21%,7.38%, 6.09 , 40.43 
annual_inc,delinq_2yrs,3.73%,3.73%,3.54%,1.91%, - , 0.00 
installment,emp_title,-3.72%,3.72%,3.00%,2.52%, - , 6.96 
tot_cur_bal,open_rv_24m,-3.72%,3.72%,5.24%,6.91%, 3.33 , 40.42 
mo_sin_rcnt_rev_tl_op,pct_tl_nvr_dlq,-3.71%,3.71%,5.12%,0.37%, 3.33 , 3.33 
verification_status,num_actv_bc_tl,3.71%,3.71%,9.68%,2.34%, - , 3.33 
sub_grade,num_tl_90g_dpd_24m,3.70%,3.70%,22.50%,1.22%, - , 3.33 
mo_sin_old_rev_tl_op,pub_rec_bankruptcies,3.70%,3.70%,3.56%,2.17%, 3.33 , 0.07 
open_il_24m,num_accts_ever_120_pd,3.70%,3.70%,6.07%,0.85%, 40.42 , 3.33 
grade,num_tl_90g_dpd_24m,3.69%,3.69%,22.19%,1.22%, - , 3.33 
verification_status,pub_rec,3.69%,3.69%,9.68%,2.88%, - , 0.00 
inq_fi,mths_since_recent_bc_dlq,3.69%,3.69%,3.68%,0.31%, 40.42 , 76.74 
sub_grade,total_bal_il,3.69%,3.69%,22.50%,0.20%, - , 40.42 
int_rate,mths_since_last_major_derog,-3.68%,3.68%,19.85%,1.14%, - , 73.98 
pub_rec,num_bc_sats,-3.68%,3.68%,2.88%,0.43%, 0.00 , 2.77 
verification_status,mths_since_last_major_derog,-3.67%,3.67%,9.68%,1.14%, - , 73.98 
mths_since_last_major_derog,open_rv_12m,3.67%,3.67%,1.14%,5.27%, 73.98 , 40.42 
percent_bc_gt_75,pub_rec_bankruptcies,-3.67%,3.67%,7.83%,2.17%, 3.43 , 0.07 
mths_since_recent_revol_delinq,num_tl_120dpd_2m,-3.66%,3.66%,0.67%,0.22%, 66.98 , 7.13 
open_acc,year_issued,3.66%,3.66%,1.78%,14.60%, 0.00 , - 
zip_code,num_actv_rev_tl,-3.66%,3.66%,0.06%,5.07%, - , 3.33 
mths_since_last_record,mo_sin_rcnt_tl,3.65%,3.65%,2.03%,5.35%, 84.01 , 3.33 
grade,total_bal_il,3.64%,3.64%,22.19%,0.20%, - , 40.42 
inq_last_12m,year_issued,-3.64%,3.64%,6.37%,14.60%, 40.42 , - 
zip_code,num_op_rev_tl,-3.64%,3.64%,0.06%,2.36%, - , 3.33 
delinq_amnt,num_tl_30dpd,3.63%,3.63%,0.59%,0.48%, 0.00 , 3.33 
verification_status,total_bal_il,3.63%,3.63%,9.68%,0.20%, - , 40.42 
il_util,pct_tl_nvr_dlq,-3.63%,3.63%,5.89%,0.37%, 48.95 , 3.33 
pub_rec,open_il_12m,3.63%,3.63%,2.88%,6.05%, 0.00 , 40.42 
avg_cur_bal,bc_open_to_buy,3.63%,3.63%,5.62%,8.08%, 3.33 , 3.40 
inq_last_6mths,open_act_il,3.61%,3.61%,7.88%,0.89%, 0.00 , 40.42 
num_actv_rev_tl,year_issued,-3.61%,3.61%,5.07%,14.60%, 3.33 , - 
total_bal_il,num_actv_rev_tl,3.61%,3.61%,0.20%,5.07%, 40.42 , 3.33 
int_rate,total_bal_il,3.61%,3.61%,19.85%,0.20%, - , 40.42 
total_bal_ex_mort,year_issued,3.60%,3.60%,1.03%,14.60%, 2.36 , - 
mths_since_last_delinq,open_acc,-3.59%,3.59%,1.30%,1.78%, 50.89 , 0.00 
inq_fi,year_issued,3.58%,3.58%,3.68%,14.60%, 40.42 , - 
mths_since_last_delinq,delinq_amnt,-3.58%,3.58%,1.30%,0.59%, 50.89 , 0.00 
purpose,total_bal_ex_mort,-3.57%,3.57%,1.37%,1.03%, - , 2.36 
purpose,num_accts_ever_120_pd,3.56%,3.56%,1.37%,0.85%, - , 3.33 
collections_12_mths_ex_med,max_bal_bc,-3.56%,3.56%,1.01%,3.23%, 0.01 , 40.42 
mths_since_recent_bc_dlq,num_tl_120dpd_2m,-3.55%,3.55%,0.31%,0.22%, 76.74 , 7.13 
inq_last_6mths,total_bal_ex_mort,3.55%,3.55%,7.88%,1.03%, 0.00 , 2.36 
zip_code,num_actv_bc_tl,-3.55%,3.55%,0.06%,2.34%, - , 3.33 
zip_code,mths_since_recent_revol_delinq,3.55%,3.55%,0.06%,0.67%, - , 66.98 
pub_rec,mo_sin_old_il_acct,3.53%,3.53%,2.88%,2.12%, 0.00 , 6.37 
installment,mo_sin_rcnt_rev_tl_op,3.52%,3.52%,3.00%,5.12%, - , 3.33 
emp_title,max_bal_bc,-3.52%,3.52%,2.52%,3.23%, 6.96 , 40.42 
pub_rec_bankruptcies,year_issued,3.51%,3.51%,2.17%,14.60%, 0.07 , - 
zip_code,open_il_24m,3.51%,3.51%,0.06%,6.07%, - , 40.42 
installment,mths_since_recent_bc_dlq,-3.51%,3.51%,3.00%,0.31%, - , 76.74 
tot_coll_amt,percent_bc_gt_75,-3.50%,3.50%,0.15%,7.83%, 3.33 , 3.43 
mths_since_last_delinq,num_sats,-3.50%,3.50%,1.30%,1.84%, 50.89 , 2.77 
pub_rec_bankruptcies,total_il_high_credit_limit,-3.49%,3.49%,2.17%,1.21%, 0.07 , 3.33 
all_util,num_actv_bc_tl,-3.49%,3.49%,7.38%,2.34%, 40.43 , 3.33 
addr_state,mo_sin_old_il_acct,3.48%,3.48%,0.36%,2.12%, - , 6.37 
mths_since_last_major_derog,tot_coll_amt,3.48%,3.48%,1.14%,0.15%, 73.98 , 3.33 
emp_length,total_cu_tl,-3.47%,3.47%,2.21%,0.93%, 6.09 , 40.42 
mths_since_last_record,num_sats,3.47%,3.47%,2.03%,1.84%, 84.01 , 2.77 
revol_bal,mths_since_recent_revol_delinq,-3.47%,3.47%,1.79%,0.67%, - , 66.98 
chargeoff_within_12_mths,num_tl_120dpd_2m,3.46%,3.46%,0.21%,0.22%, 0.01 , 7.13 
mo_sin_old_il_acct,num_actv_bc_tl,3.46%,3.46%,2.12%,2.34%, 6.37 , 3.33 
bc_util,mths_since_recent_bc_dlq,3.46%,3.46%,7.59%,0.31%, 3.46 , 76.74 
pub_rec,num_actv_bc_tl,-3.46%,3.46%,2.88%,2.34%, 0.00 , 3.33 
dti,inq_last_12m,3.46%,3.46%,7.83%,6.37%, - , 40.42 
title,all_util,-3.45%,3.45%,2.77%,7.38%, 1.05 , 40.43 
num_actv_bc_tl,num_tl_90g_dpd_24m,-3.45%,3.45%,2.34%,1.22%, 3.33 , 3.33 
mort_acc,num_tl_90g_dpd_24m,3.45%,3.45%,3.24%,1.22%, 2.36 , 3.33 
mths_since_last_delinq,total_il_high_credit_limit,-3.44%,3.44%,1.30%,1.21%, 50.89 , 3.33 
mths_since_rcnt_il,open_rv_12m,-3.44%,3.44%,3.24%,5.27%, 42.30 , 40.42 
inq_fi,total_bc_limit,-3.44%,3.44%,3.68%,7.27%, 40.42 , 2.36 
desc,mort_acc,-3.43%,3.43%,1.96%,3.24%, 94.16 , 2.36 
delinq_2yrs,num_bc_sats,-3.42%,3.42%,1.91%,0.43%, 0.00 , 2.77 
inq_last_6mths,mths_since_recent_revol_delinq,3.42%,3.42%,7.88%,0.67%, 0.00 , 66.98 
open_acc_6m,year_issued,-3.42%,3.42%,6.07%,14.60%, 40.42 , - 
mths_since_rcnt_il,mths_since_recent_bc_dlq,-3.40%,3.40%,3.24%,0.31%, 42.30 , 76.74 
verification_status,desc,-3.40%,3.40%,9.68%,1.96%, - , 94.16 
inq_fi,mths_since_recent_revol_delinq,3.39%,3.39%,3.68%,0.67%, 40.42 , 66.98 
zip_code,delinq_2yrs,-3.39%,3.39%,0.06%,1.91%, - , 0.00 
emp_length,num_op_rev_tl,-3.38%,3.38%,2.21%,2.36%, 6.09 , 3.33 
emp_length,open_act_il,-3.38%,3.38%,2.21%,0.89%, 6.09 , 40.42 
mths_since_rcnt_il,mths_since_recent_revol_delinq,-3.38%,3.38%,3.24%,0.67%, 42.30 , 66.98 
collections_12_mths_ex_med,chargeoff_within_12_mths,3.38%,3.38%,1.01%,0.21%, 0.01 , 0.01 
open_rv_12m,mo_sin_old_rev_tl_op,-3.38%,3.38%,5.27%,3.56%, 40.42 , 3.33 
int_rate,num_tl_90g_dpd_24m,3.38%,3.38%,19.85%,1.22%, - , 3.33 
emp_title,il_util,-3.37%,3.37%,2.52%,5.89%, 6.96 , 48.95 
zip_code,num_bc_sats,-3.37%,3.37%,0.06%,0.43%, - , 2.77 
mo_sin_old_il_acct,num_bc_sats,3.37%,3.37%,2.12%,0.43%, 6.37 , 2.77 
home_ownership,inq_last_6mths,-3.36%,3.36%,5.05%,7.88%, - , 0.00 
pub_rec,percent_bc_gt_75,-3.36%,3.36%,2.88%,7.83%, 0.00 , 3.43 
purpose,mths_since_recent_inq,-3.36%,3.36%,1.37%,5.32%, - , 13.08 
verification_status,total_acc,3.36%,3.36%,9.68%,1.58%, - , 0.00 
mo_sin_rcnt_rev_tl_op,num_accts_ever_120_pd,-3.34%,3.34%,5.12%,0.85%, 3.33 , 3.33 
emp_length,num_il_tl,-3.34%,3.34%,2.21%,1.03%, 6.09 , 3.33 
mths_since_last_major_derog,max_bal_bc,3.34%,3.34%,1.14%,3.23%, 73.98 , 40.42 
initial_list_status,open_rv_12m,-3.34%,3.34%,6.85%,5.27%, - , 40.42 
inq_last_6mths,tot_hi_cred_lim,3.34%,3.34%,7.88%,6.20%, 0.00 , 3.33 
annual_inc,mths_since_recent_revol_delinq,-3.33%,3.33%,3.54%,0.67%, - , 66.98 
delinq_2yrs,num_bc_tl,3.32%,3.32%,1.91%,1.56%, 0.00 , 3.33 
tot_cur_bal,mo_sin_rcnt_rev_tl_op,3.32%,3.32%,5.24%,5.12%, 3.33 , 3.33 
desc,bc_open_to_buy,3.32%,3.32%,1.96%,8.08%, 94.16 , 3.40 
open_il_12m,num_op_rev_tl,3.32%,3.32%,6.05%,2.36%, 40.42 , 3.33 
mo_sin_old_rev_tl_op,mo_sin_rcnt_tl,3.31%,3.31%,3.56%,5.35%, 3.33 , 3.33 
open_il_24m,bc_open_to_buy,3.31%,3.31%,6.07%,8.08%, 40.42 , 3.40 
dti,open_acc_6m,3.31%,3.31%,7.83%,6.07%, - , 40.42 
mths_since_last_delinq,tot_coll_amt,3.31%,3.31%,1.30%,0.15%, 50.89 , 3.33 
inq_last_12m,bc_open_to_buy,3.31%,3.31%,6.37%,8.08%, 40.42 , 3.40 
revol_bal,num_tl_90g_dpd_24m,-3.30%,3.30%,1.79%,1.22%, - , 3.33 
inq_last_6mths,tot_cur_bal,3.30%,3.30%,7.88%,5.24%, 0.00 , 3.33 
annual_inc,mo_sin_rcnt_rev_tl_op,3.29%,3.29%,3.54%,5.12%, - , 3.33 
loan_amnt,mths_since_recent_bc_dlq,-3.29%,3.29%,2.68%,0.31%, - , 76.74 
funded_amnt,mths_since_recent_bc_dlq,-3.29%,3.29%,2.68%,0.31%, - , 76.74 
funded_amnt_inv,mths_since_recent_bc_dlq,-3.28%,3.28%,2.64%,0.31%, - , 76.74 
acc_open_past_24mths,year_issued,3.28%,3.28%,8.87%,14.60%, 2.36 , - 
inq_last_12m,mths_since_recent_bc_dlq,3.28%,3.28%,6.37%,0.31%, 40.42 , 76.74 
initial_list_status,open_rv_24m,-3.27%,3.27%,6.85%,6.91%, - , 40.42 
total_rev_hi_lim,num_il_tl,3.26%,3.26%,5.74%,1.03%, 3.33 , 3.33 
sub_grade,open_act_il,3.26%,3.26%,22.50%,0.89%, - , 40.42 
verification_status,title,3.25%,3.25%,9.68%,2.77%, - , 1.05 
installment,open_il_24m,3.24%,3.24%,3.00%,6.07%, - , 40.42 
pub_rec_bankruptcies,tax_liens,3.24%,3.24%,2.17%,1.36%, 0.07 , 0.00 
installment,mths_since_recent_revol_delinq,-3.23%,3.23%,3.00%,0.67%, - , 66.98 
initial_list_status,num_bc_sats,3.22%,3.22%,6.85%,0.43%, - , 2.77 
desc,acc_open_past_24mths,3.22%,3.22%,1.96%,8.87%, 94.16 , 2.36 
open_rv_24m,year_issued,-3.21%,3.21%,6.91%,14.60%, 40.42 , - 
emp_length,num_bc_tl,-3.21%,3.21%,2.21%,1.56%, 6.09 , 3.33 
tot_coll_amt,total_rev_hi_lim,-3.21%,3.21%,0.15%,5.74%, 3.33 , 3.33 
desc,open_acc,3.21%,3.21%,1.96%,1.78%, 94.16 , 0.00 
tot_coll_amt,bc_util,-3.20%,3.20%,0.15%,7.59%, 3.33 , 3.46 
mths_since_rcnt_il,mo_sin_old_rev_tl_op,3.20%,3.20%,3.24%,3.56%, 42.30 , 3.33 
il_util,num_tl_90g_dpd_24m,3.20%,3.20%,5.89%,1.22%, 48.95 , 3.33 
bc_util,pub_rec_bankruptcies,-3.19%,3.19%,7.59%,2.17%, 3.46 , 0.07 
total_bal_il,num_actv_bc_tl,3.19%,3.19%,0.20%,2.34%, 40.42 , 3.33 
addr_state,total_cu_tl,3.19%,3.19%,0.36%,0.93%, - , 40.42 
installment,year_issued,3.19%,3.19%,3.00%,14.60%, - , - 
title,total_acc,-3.17%,3.17%,2.77%,1.58%, 1.05 , 0.00 
num_accts_ever_120_pd,num_actv_rev_tl,-3.16%,3.16%,0.85%,5.07%, 3.33 , 3.33 
mths_since_last_major_derog,bc_open_to_buy,3.16%,3.16%,1.14%,8.08%, 73.98 , 3.40 
sub_grade,total_acc,-3.16%,3.16%,22.50%,1.58%, - , 0.00 
purpose,mths_since_recent_bc,3.16%,3.16%,1.37%,4.36%, - , 3.34 
num_tl_30dpd,pct_tl_nvr_dlq,-3.15%,3.15%,0.48%,0.37%, 3.33 , 3.33 
title,open_il_12m,3.15%,3.15%,2.77%,6.05%, 1.05 , 40.42 
title,inq_last_12m,3.15%,3.15%,2.77%,6.37%, 1.05 , 40.42 
home_ownership,mths_since_recent_bc,-3.15%,3.15%,5.05%,4.36%, - , 3.34 
purpose,inq_last_6mths,3.15%,3.15%,1.37%,7.88%, - , 0.00 
zip_code,pct_tl_nvr_dlq,3.14%,3.14%,0.06%,0.37%, - , 3.33 
